Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","CHINA P RP","73,030.43","369,565.36","442,595.79","-296,534.93"
"2.","U S A","259,427.52","133,420.60","392,848.12","126,006.91"
"3.","U ARAB EMTS","201,852.69","159,624.88","361,477.57","42,227.81"
"4.","SAUDI ARAB","68,029.68","171,220.87","239,250.55","-103,191.18"
"5.","SWITZERLAND","6,538.75","135,367.33","141,906.08","-128,828.58"
"6.","GERMANY","46,061.97","78,181.10","124,243.06","-32,119.13"
"7.","HONG KONG","83,118.57","34,088.62","117,207.20","49,029.95"
"8.","INDONESIA","24,674.35","91,845.35","116,519.71","-67,171.00"
"9.","KOREA RP","28,084.74","82,720.09","110,804.82","-54,635.35"
"10.","MALAYSIA","35,614.11","67,918.84","103,532.95","-32,304.73"
"11.","SINGAPORE","59,853.98","43,552.30","103,406.28","16,301.67"
"12.","NIGERIA","16,375.91","83,433.00","99,808.91","-67,057.09"
"13.","BELGIUM","33,717.99","65,938.74","99,656.73","-32,220.75"
"14.","QATAR","6,442.94","89,064.12","95,507.06","-82,621.18"
"15.","JAPAN","32,835.69","61,990.40","94,826.08","-29,154.71"
"16.","IRAQ","5,089.54","86,778.73","91,868.27","-81,689.19"
"17.","KUWAIT","7,332.91","81,510.70","88,843.60","-74,177.79"
"18.","U K","56,969.07","30,732.80","87,701.87","26,236.27"
"19.","IRAN","25,529.62","54,588.48","80,118.10","-29,058.86"
"20.","AUSTRALIA","17,001.21","62,701.03","79,702.24","-45,699.82"
"21.","VENEZUELA","1,580.04","71,585.80","73,165.84","-70,005.75"
"22.","SOUTH AFRICA","32,363.26","39,741.28","72,104.55","-7,378.02"
"23.","UNSPECIFIED","25,297.19","46,343.83","71,641.02","-21,046.64"
"24.","BRAZIL","36,340.24","33,036.54","69,376.78","3,303.71"
"25.","FRANCE","30,323.42","27,030.05","57,353.48","3,293.37"
"26.","THAILAND","21,209.21","35,862.41","57,071.62","-14,653.20"
"27.","ITALY","31,118.42","25,862.17","56,980.59","5,256.24"
"28.","VIETNAM SOC REP","38,318.64","18,398.04","56,716.68","19,920.59"
"29.","NETHERLAND","38,646.47","17,095.42","55,741.89","21,551.05"
"30.","SRI LANKA DSR","41,038.01","4,642.76","45,680.77","36,395.25"
"31.","BANGLADESH PR","39,440.38","3,794.41","43,234.79","35,645.97"
"32.","TURKEY","32,760.52","8,936.54","41,697.06","23,823.98"
"33.","RUSSIA","12,823.56","25,923.66","38,747.22","-13,100.10"
"34.","MEXICO","17,527.17","20,716.80","38,243.97","-3,189.63"
"35.","TAIWAN","13,336.73","24,617.99","37,954.71","-11,281.26"
"36.","CANADA","13,430.68","22,966.07","36,396.75","-9,535.39"
"37.","ISRAEL","20,071.25","14,229.43","34,300.67","5,841.82"
"38.","NEPAL","27,859.10","3,915.50","31,774.60","23,943.60"
"39.","SPAIN","19,250.68","12,280.92","31,531.60","6,969.76"
"40.","ANGOLA","3,377.66","28,118.32","31,495.98","-24,740.66"
"41.","EGYPT A RP","18,442.54","10,645.44","29,087.98","7,797.10"
"42.","KENYA","25,148.13","717.09","25,865.21","24,431.04"
"43.","OMAN","14,547.76","10,647.56","25,195.32","3,900.20"
"44.","CHILE","3,461.16","18,805.90","22,267.06","-15,344.74"
"45.","TANZANIA REP","15,132.71","6,679.80","21,812.51","8,452.91"
"46.","COLOMBIA","6,762.48","13,070.06","19,832.53","-6,307.58"
"47.","UKRAINE","2,128.21","13,661.99","15,790.20","-11,533.78"
"48.","SWEDEN","4,526.47","10,701.70","15,228.17","-6,175.23"
"49.","ARGENTINA","2,810.84","12,166.92","14,977.77","-9,356.08"
"50.","MOZAMBIQUE","12,651.72","1,998.47","14,650.19","10,653.26"
"51.","PAKISTAN IR","11,352.11","3,040.67","14,392.78","8,311.45"
"52.","JORDAN","8,696.70","5,252.93","13,949.63","3,443.77"
"53.","MYANMAR","4,736.24","7,476.54","12,212.78","-2,740.29"
"54.","GHANA","4,169.79","7,740.70","11,910.49","-3,570.91"
"55.","MAURITIUS","11,649.23","129.36","11,778.59","11,519.87"
"56.","PHILIPPINES","8,531.40","2,585.09","11,116.49","5,946.31"
"57.","POLAND","6,420.00","3,890.76","10,310.76","2,529.25"
"58.","ALGERIA","6,493.79","3,379.53","9,873.32","3,114.27"
"59.","YEMEN REPUBLC","6,045.47","3,325.58","9,371.04","2,719.89"
"60.","SUDAN","5,394.57","3,440.47","8,835.04","1,954.10"
"61.","PERU","5,022.14","3,616.53","8,638.67","1,405.61"
"62.","IRELAND","4,671.33","3,259.79","7,931.12","1,411.54"
"63.","ECUADOR","1,375.05","6,414.78","7,789.83","-5,039.74"
"64.","NORWAY","1,606.31","6,147.75","7,754.06","-4,541.44"
"65.","MOROCCO","1,992.61","5,724.74","7,717.35","-3,732.14"
"66.","FINLAND","2,017.77","5,599.80","7,617.57","-3,582.04"
"67.","DENMARK","4,425.04","2,800.94","7,225.99","1,624.10"
"68.","AUSTRIA","2,218.00","4,982.37","7,200.37","-2,764.37"
"69.","BOTSWANA","270.79","6,167.67","6,438.46","-5,896.88"
"70.","GUINEA","1,734.76","4,449.01","6,183.77","-2,714.26"
"71.","CAMEROON","1,525.53","4,541.51","6,067.05","-3,015.98"
"72.","KAZAKHSTAN","1,532.44","4,266.92","5,799.36","-2,734.48"
"73.","BAHARAIN IS","2,896.51","2,720.05","5,616.56","176.46"
"74.","NEW ZEALAND","1,968.95","3,608.37","5,577.32","-1,639.43"
"75.","CZECH REPUBLIC","2,308.07","3,166.02","5,474.09","-857.95"
"76.","TOGO","4,204.23","1,197.55","5,401.78","3,006.69"
"77.","BRUNEI","256.09","5,133.97","5,390.06","-4,877.88"
"78.","COTE D' IVOIRE","1,897.42","3,215.69","5,113.11","-1,318.27"
"79.","GABON","260.27","4,810.78","5,071.05","-4,550.51"
"80.","ETHIOPIA","4,791.84","271.67","5,063.50","4,520.17"
"81.","PORTUGAL","3,887.30","884.83","4,772.13","3,002.46"
"82.","EQUTL GUINEA","91.65","4,580.72","4,672.37","-4,489.07"
"83.","SENEGAL","3,173.16","1,269.86","4,443.02","1,903.30"
"84.","BENIN","3,038.51","1,342.70","4,381.21","1,695.81"
"85.","ROMANIA","2,553.69","1,812.04","4,365.73","741.65"
"86.","AFGHANISTAN TIS","2,581.30","1,612.92","4,194.22","968.38"
"87.","ZAMBIA","2,242.65","1,740.48","3,983.13","502.18"
"88.","GIBRALTAR","3,933.28","0.00","3,933.28","3,933.28"
"89.","CONGO P REP","1,552.50","2,231.13","3,783.63","-678.64"
"90.","UGANDA","3,389.89","229.66","3,619.54","3,160.23"
"91.","HUNGARY","2,134.22","1,466.01","3,600.22","668.21"
"92.","GREECE","2,204.25","778.80","2,983.05","1,425.45"
"93.","BHUTAN","2,051.03","915.28","2,966.31","1,135.75"
"94.","TUNISIA","1,526.11","1,191.28","2,717.39","334.82"
"95.","DOMINIC REP","863.26","1,803.22","2,666.48","-939.96"
"96.","SOMALIA","2,157.36","230.89","2,388.25","1,926.47"
"97.","CONGO D. REP.","1,559.43","770.31","2,329.74","789.12"
