Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","U S A","366,480.39","248,553.77","615,034.17","117,926.62"
"2.","CHINA P RP","117,289.11","492,079.28","609,368.39","-374,790.17"
"3.","U ARAB EMTS","210,210.93","208,550.77","418,761.70","1,660.17"
"4.","SAUDI ARAB","38,854.24","199,394.90","238,249.15","-160,540.66"
"5.","HONG KONG","91,117.42","125,971.91","217,089.33","-34,854.50"
"6.","SINGAPORE","80,942.25","113,918.75","194,861.00","-32,976.50"
"7.","IRAQ","12,506.50","156,600.99","169,107.49","-144,094.49"
"8.","GERMANY","62,200.63","106,130.52","168,331.15","-43,929.89"
"9.","KOREA RP","32,877.97","117,255.31","150,133.28","-84,377.34"
"10.","INDONESIA","36,871.06","111,148.53","148,019.59","-74,277.46"
"11.","SWITZERLAND","8,291.77","126,171.59","134,463.35","-117,879.82"
"12.","JAPAN","34,010.29","89,278.38","123,288.67","-55,268.09"
"13.","MALAYSIA","45,103.72","75,491.67","120,595.39","-30,387.95"
"14.","BELGIUM","47,007.68","73,002.29","120,009.97","-25,994.61"
"15.","IRAN","24,460.96","94,112.97","118,573.93","-69,652.01"
"16.","U K","65,104.80","52,744.21","117,849.00","12,360.59"
"17.","AUSTRALIA","24,560.09","91,638.32","116,198.41","-67,078.23"
"18.","NIGERIA","21,039.91","76,315.62","97,355.53","-55,275.71"
"19.","VIETNAM SOC REP","45,409.70","50,285.80","95,695.51","-4,876.10"
"20.","NETHERLAND","61,564.53","28,500.16","90,064.69","33,064.37"
"21.","QATAR","11,244.22","75,166.62","86,410.84","-63,922.40"
"22.","FRANCE","36,574.23","46,598.09","83,172.33","-10,023.86"
"23.","THAILAND","31,106.07","51,979.65","83,085.72","-20,873.58"
"24.","ITALY","39,087.79","37,003.10","76,090.89","2,084.69"
"25.","SOUTH AFRICA","28,333.97","45,521.92","73,855.89","-17,187.95"
"26.","BANGLADESH PR","64,391.52","7,338.69","71,730.22","57,052.83"
"27.","MEXICO","26,786.26","38,998.79","65,785.05","-12,212.53"
"28.","KUWAIT","9,319.40","51,949.36","61,268.76","-42,629.96"
"29.","NEPAL","54,300.54","3,558.43","57,858.97","50,742.11"
"30.","RUSSIA","16,726.79","40,816.79","57,543.59","-24,090.00"
"31.","BRAZIL","26,617.43","30,839.97","57,457.40","-4,222.53"
"32.","TURKEY","38,059.12","16,670.19","54,729.31","21,388.93"
"33.","VENEZUELA","1,154.05","50,809.46","51,963.51","-49,655.41"
"34.","TAIWAN","18,517.78","32,000.62","50,518.40","-13,482.85"
"35.","CANADA","19,935.63","24,655.77","44,591.40","-4,720.13"
"36.","SRI LANKA DSR","32,996.21","10,374.23","43,370.44","22,621.98"
"37.","SPAIN","29,217.28","11,727.89","40,945.17","17,489.39"
"38.","ISRAEL","25,958.75","13,469.85","39,428.60","12,488.90"
"39.","OMAN","15,669.34","19,208.21","34,877.55","-3,538.87"
"40.","EGYPT A RP","20,152.77","11,698.16","31,850.93","8,454.61"
"41.","GHANA","5,006.79","26,206.38","31,213.17","-21,199.59"
"42.","ANGOLA","1,974.13","28,146.53","30,120.66","-26,172.39"
"43.","PERU","5,040.25","16,692.63","21,732.88","-11,652.38"
"44.","UNSPECIFIED","20,329.44","626.36","20,955.80","19,703.08"
"45.","UKRAINE","2,736.03","16,279.61","19,015.64","-13,543.57"
"46.","ALGERIA","6,575.29","11,899.54","18,474.83","-5,324.25"
"47.","TANZANIA REP","11,924.60","6,281.41","18,206.01","5,643.19"
"48.","PAKISTAN IR","14,426.51","3,476.48","17,903.00","10,950.03"
"49.","ARGENTINA","3,910.33","13,614.97","17,525.30","-9,704.64"
"50.","POLAND","11,004.46","5,540.48","16,544.94","5,463.99"
"51.","PHILIPPINES","12,189.41","4,062.53","16,251.93","8,126.88"
"52.","CHILE","6,912.09","8,642.31","15,554.40","-1,730.22"
"53.","KENYA","14,440.68","961.22","15,401.90","13,479.46"
"54.","MOZAMBIQUE","7,538.10","7,677.05","15,215.15","-138.94"
"55.","COLOMBIA","7,810.88","7,393.50","15,204.38","417.37"
"56.","SWEDEN","5,534.90","9,278.93","14,813.84","-3,744.03"
"57.","MOROCCO","4,752.20","9,267.14","14,019.35","-4,514.94"
"58.","MYANMAR","8,458.54","3,674.25","12,132.79","4,784.28"
"59.","JORDAN","4,058.07","7,822.26","11,880.33","-3,764.19"
"60.","SUDAN","6,434.54","5,194.69","11,629.23","1,239.85"
"61.","FINLAND","1,790.03","7,795.05","9,585.08","-6,005.03"
"62.","BAHARAIN IS","5,214.82","3,774.81","8,989.63","1,440.02"
"63.","SENEGAL","4,460.81","4,525.03","8,985.84","-64.22"
"64.","DENMARK","5,226.11","3,752.77","8,978.88","1,473.33"
"65.","MAURITIUS","8,090.97","497.85","8,588.82","7,593.12"
"66.","AUSTRIA","3,373.75","5,004.20","8,377.95","-1,630.45"
"67.","AFGHANISTAN TIS","4,992.37","3,078.43","8,070.81","1,913.94"
"68.","BOTSWANA","1,253.52","6,809.85","8,063.37","-5,556.33"
"69.","BURKINA FASO","1,271.93","6,148.61","7,420.54","-4,876.67"
"70.","COTE D' IVOIRE","3,146.52","4,195.71","7,342.23","-1,049.19"
"71.","BHUTAN","4,591.33","2,590.09","7,181.42","2,001.24"
"72.","NEW ZEALAND","2,660.97","4,403.09","7,064.06","-1,742.12"
"73.","TOGO","4,871.00","2,126.07","6,997.07","2,744.93"
"74.","BOLIVIA","734.88","5,988.58","6,723.45","-5,253.70"
"75.","IRELAND","3,714.98","2,954.79","6,669.77","760.19"
"76.","PORTUGAL","5,194.55","926.03","6,120.58","4,268.52"
"77.","KAZAKHSTAN","1,004.12","4,953.42","5,957.54","-3,949.31"
"78.","ZAMBIA","2,237.82","3,567.19","5,805.00","-1,329.37"
"79.","ETHIOPIA","5,364.26","377.60","5,741.86","4,986.66"
"80.","GUINEA","2,828.36","2,869.59","5,697.95","-41.22"
"81.","DJIBOUTI","5,549.24","110.04","5,659.28","5,439.20"
"82.","BENIN","2,987.15","2,604.31","5,591.46","382.84"
"83.","DOMINIC REP","1,507.34","3,999.88","5,507.21","-2,492.54"
"84.","YEMEN REPUBLC","5,169.24","81.00","5,250.24","5,088.24"
"85.","ROMANIA","3,007.84","2,197.37","5,205.21","810.47"
"86.","HUNGARY","3,204.58","1,683.69","4,888.27","1,520.89"
"87.","CZECH REPUBLIC","3,003.26","1,807.71","4,810.98","1,195.55"
"88.","NORWAY","2,186.68","2,568.68","4,755.36","-382.00"
"89.","BRUNEI","393.46","4,122.03","4,515.49","-3,728.56"
"90.","EQUTL GUINEA","83.92","4,426.49","4,510.41","-4,342.57"
"91.","GREECE","3,502.87","1,003.53","4,506.40","2,499.33"
"92.","UGANDA","4,057.83","161.75","4,219.59","3,896.08"
"93.","GIBRALTAR","4,017.93","0.22","4,018.16","4,017.71"
"94.","SLOVENIA","2,196.35","1,744.09","3,940.44","452.26"
"95.","SOMALIA","3,772.08","129.53","3,901.61","3,642.56"
"96.","CONGO P REP","933.16","2,862.52","3,795.68","-1,929.36"
"97.","ECUADOR","2,078.85","1,539.90","3,618.75","538.95"
