Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","CHINA P RP","14,824.36","51,034.62","65,858.98","-36,210.26"
"2.","U S A","39,142.10","22,505.08","61,647.19","16,637.02"
"3.","U ARAB EMTS","30,520.42","29,019.82","59,540.24","1,500.60"
"4.","SAUDI ARAB","12,218.95","36,403.65","48,622.60","-24,184.69"
"5.","SWITZERLAND","1,796.95","19,311.01","21,107.96","-17,514.06"
"6.","GERMANY","7,515.81","12,932.41","20,448.22","-5,416.59"
"7.","HONG KONG","12,731.74","7,322.20","20,053.93","5,409.54"
"8.","INDONESIA","4,850.20","14,748.30","19,598.50","-9,898.09"
"9.","IRAQ","918.03","18,520.86","19,438.89","-17,602.83"
"10.","SINGAPORE","12,510.54","6,762.49","19,273.03","5,748.05"
"11.","KUWAIT","1,061.14","17,153.55","18,214.69","-16,092.41"
"12.","BELGIUM","6,377.32","10,752.04","17,129.35","-4,374.72"
"13.","NIGERIA","2,667.75","14,097.84","16,765.59","-11,430.10"
"14.","KOREA RP","4,208.69","12,470.60","16,679.28","-8,261.91"
"15.","QATAR","969.06","15,707.99","16,677.04","-14,738.93"
"16.","JAPAN","6,814.07","9,480.75","16,294.82","-2,666.68"
"17.","U K","9,779.07","6,045.10","15,824.17","3,733.98"
"18.","UNSPECIFIED","11,544.49","4,097.07","15,641.57","7,447.42"
"19.","IRAN","4,971.35","10,307.16","15,278.51","-5,335.81"
"20.","VENEZUELA","196.96","13,940.13","14,137.09","-13,743.17"
"21.","MALAYSIA","4,197.93","9,229.88","13,427.80","-5,031.95"
"22.","AUSTRALIA","2,300.28","9,822.52","12,122.81","-7,522.24"
"23.","SOUTH AFRICA","5,074.29","6,075.26","11,149.55","-1,000.98"
"24.","NETHERLAND","7,995.59","3,138.92","11,134.51","4,856.67"
"25.","ITALY","5,272.75","4,156.61","9,429.36","1,116.14"
"26.","BRAZIL","5,552.47","3,720.94","9,273.40","1,831.53"
"27.","THAILAND","3,703.27","5,340.20","9,043.47","-1,636.93"
"28.","FRANCE","5,108.29","3,691.89","8,800.18","1,416.39"
"29.","VIETNAM SOC REP","5,441.94","2,594.25","8,036.19","2,847.70"
"30.","BANGLADESH PR","6,166.93","484.34","6,651.27","5,682.59"
