Rank,Country,Export,Import,Total Trade,Trade Balance
"101.","ZIMBABWE","23.51","16.42","39.93","7.09"
"102.","GEORGIA","34.02","5.43","39.45","28.59"
"103.","GUINEA","35.12","4.25","39.38","30.87"
"104.","NIGER","36.66","2.21","38.87","34.46"
"105.","KYRGHYZSTAN","38.20","0.54","38.74","37.66"
"106.","BULGARIA","25.22","11.14","36.36","14.08"
"107.","BURKINA FASO","23.74","10.45","34.20","13.29"
"108.","CAMEROON","23.26","10.30","33.56","12.96"
"109.","GABON","10.55","22.45","32.99","-11.90"
"110.","CYPRUS","28.20","2.60","30.80","25.60"
"111.","SWAZILAND","29.07","1.69","30.76","27.37"
"112.","URUGUAY","19.47","10.22","29.69","9.26"
"113.","LIBYA","18.73","10.38","29.12","8.35"
"114.","LITHUANIA","17.92","10.80","28.72","7.12"
"115.","TURKMENISTAN","19.21","9.34","28.55","9.88"
"116.","SLOVAK REP","16.85","10.62","27.47","6.23"
"117.","ICELAND","17.60","9.53","27.13","8.07"
"118.","TRINIDAD","19.64","7.36","27.00","12.28"
"119.","PUERTO RICO","26.43","0.39","26.82","26.04"
"120.","GUATEMALA","26.36","0.20","26.56","26.16"
"121.","CROATIA","16.68","7.45","24.13","9.23"
"122.","VENEZUELA","21.13","2.51","23.64","18.61"
"123.","FIJI IS","20.41","1.71","22.12","18.70"
"124.","UNION OF SERBIA &amp; MONTENEGRO","16.83","3.64","20.47","13.19"
"125.","LIBERIA","16.13","4.03","20.16","12.09"
"126.","ECUADOR","14.13","5.84","19.97","8.29"
"127.","SIERRA LEONE","12.78","6.47","19.24","6.31"
"128.","CAMBODIA","18.60","0.28","18.88","18.32"
"129.","MAURITANIA","18.04","0.03","18.07","18.01"
"130.","GAMBIA","13.66","3.77","17.43","9.89"
"131.","TURKS C IS","17.27","0.01","17.28","17.27"
"132.","LATVIA","16.33","0.43","16.76","15.91"
"133.","GUYANA","4.77","11.93","16.70","-7.17"
"134.","AZERBAIJAN","12.28","3.02","15.30","9.25"
"135.","VANUATU REP","0.53","13.63","14.16","-13.10"
"136.","DOMINIC REP","12.22","1.74","13.97","10.48"
"137.","BELARUS","6.49","6.74","13.23","-0.25"
"138.","NEW CALEDONIA","1.90","11.26","13.16","-9.36"
"139.","NETHERLANDANTIL","11.37","0.20","11.58","11.17"
"140.","PARAGUAY","10.57","0.75","11.31","9.82"
"141.","CONGO D. REP.","11.15","0.09","11.24","11.06"
"142.","MARSHALL ISLAND","0.39","10.63","11.01","-10.24"
"143.","ERITREA","10.72","0.25","10.97","10.47"
"144.","SEYCHELLES","10.08","0.07","10.15","10.01"
"145.","JAMAICA","9.06","0.92","9.97","8.14"
"146.","HAITI","8.56","0.48","9.04","8.08"
"147.","TAJIKISTAN","4.47","3.95","8.42","0.51"
"148.","REUNION","7.11","1.26","8.38","5.85"
"149.","SOLOMON IS","6.09","2.25","8.34","3.85"
"150.","NAMIBIA","7.69","0.10","7.79","7.59"
"151.","EL SALVADOR","6.55","1.09","7.64","5.46"
"152.","CUBA","4.95","1.85","6.80","3.10"
"153.","BOTSWANA","6.70","0.05","6.75","6.64"
"154.","MACAO","4.08","2.43","6.50","1.65"
"155.","NICARAGUA","5.96","0.34","6.30","5.62"
"156.","ESTONIA","5.98","0.24","6.22","5.75"
"157.","CHAD","2.63","3.44","6.07","-0.81"
"158.","BURUNDI","5.49","0.30","5.80","5.19"
"159.","PAPUA N GNA","4.69","0.95","5.64","3.74"
"160.","LESOTHO","5.57","0.01","5.58","5.56"
"161.","BOLIVIA","3.70","1.73","5.43","1.97"
"162.","BOSNIA-HRZGOVIN","3.32","2.04","5.35","1.28"
"163.","ANTIGUA","4.55","0.46","5.01","4.09"
"164.","ALBANIA","4.95","0.02","4.96","4.93"
"165.","BRUNEI","4.59","0.34","4.93","4.25"
"166.","MOLDOVA","4.37","0.04","4.41","4.33"
"167.","SURINAME","3.73","0.51","4.24","3.22"
"168.","ARMENIA","3.53","0.66","4.19","2.87"
"169.","NAURU RP","0.11","3.66","3.76","-3.55"
"170.","PANAMA C Z","3.20","0.53","3.73","2.67"
"171.","BAHAMAS","3.23","0.07","3.30","3.16"
"172.","COMOROS","1.95","0.48","2.43","1.47"
"173.","DOMINICA","2.19","0.11","2.29","2.08"
"174.","ST VINCENT","0.09","1.95","2.04","-1.86"
"175.","TONGA","0.95","0.81","1.77","0.14"
"176.","MACEDONIA","1.65","0.05","1.71","1.60"
"177.","MONGOLIA","0.81","0.74","1.55","0.06"
"178.","TIMOR LESTE","1.33","0.02","1.36","1.31"
"179.","BARBADOS","1.18","0.05","1.24","1.13"
"180.","EQUTL GUINEA","0.84","0.26","1.10","0.58"
"181.","VIRGIN IS US","0.92","0.12","1.04","0.80"
"182.","ST HELENA","0.87","0.01","0.88","0.86"
"183.","C AFRI REP","0.69","0.12","0.81","0.57"
"184.","GRENADA","0.59","0.12","0.71","0.47"
"185.","MARTINIQUE","0.59","0.01","0.59","0.58"
"186.","LAO PD RP","0.43","0.13","0.56","0.30"
"187.","LIECHTENSTEIN","0.48","0.02","0.49","0.46"
"188.","CHRISTMAS IS.","0.40","0.04","0.43","0.36"
"189.","SAMOA","0.39","0.01","0.39","0.38"
"190.","MONTSERRAT","0.35","0.02","0.37","0.33"
"191.","MONACO","0.34","0.01","0.35","0.33"
"192.","BR VIRGN IS","0.34","0.00","0.34","0.33"
"193.","AMERI SAMOA","0.26","0.00","0.27","0.26"
"194.","KIRIBATI REP","0.05","0.17","0.22","-0.12"
"195.","GREENLAND","0.16","0.00","0.16","0.16"
"196.","ANDORRA","0.06","0.00","0.06","0.05"
"197.","TUVALU","0.03","0.00","0.04","0.03"
"198.","MICRONESIA","0.01","0.00","0.01","0.01"
"199.","GIBRALTAR","0.75","","",""
"200.","GUADELOUPE","1.31","","",""
"201.","GUAM","0.98","","",""
"202.","HONDURAS","11.99","","",""
"203.","ANGOLA","70.55","","",""
"204.","ANGUILLA","0.47","","",""
"205.","BELIZE","2.75","","",""
"206.","ARUBA","0.19","","",""
"207.","BERMUDA","0.54","","",""
"208.","CANARY IS","0.11","","",""
"209.","CAPE VERDE IS","0.05","","",""
"210.","CAYMAN IS","0.48","","",""
"211.","COCOS IS","1.13","","",""
"212.","CHANNEL IS","0.95","","",""
"213.","COOK IS","0.10","","",""
"214.","FAROE IS.","0.50","","",""
"215.","FALKLAND IS","0.17","","",""
"216.","FR GUIANA","5.84","","",""
"217.","FR POLYNESIA","0.25","","",""
"218.","FR S ANT TR","0.00","","",""
"219.","TOKELAU IS","1.24","","",""
"220.","ST KITT N A","0.31","","",""
"221.","ST LUCIA","0.41","","",""
"222.","RWANDA","5.05","","",""
"223.","SAO TOME","1.77","","",""
"224.","PALAU","0.02","","",""
"225.","PITCAIRN IS.","0.10","","",""
"226.","PACIFIC IS","0.01","","",""
"227.","NIUE IS","0.13","","",""
"228.","N. MARIANA IS.","0.16","","",""
"229.","NORFOLK IS","0.56","","",""
"230.","WALLIS F IS","0.21","","",""
"","Total of Top  countries","63,842.54","78,149.09","141,882.53","-14,306.55"
"","India's Total","63,842.54","78,149.09","141,882.53","-14,306.55"
"","% Share of Top  countries","100.00","100.00","100.00","100.00"
