Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","U S A","30,289.12","15,314.75","45,603.87","14,974.37"
"2.","U K","7,805.79","11,028.24","18,834.03","-3,222.46"
"3.","BELGIUM","5,418.20","12,102.85","17,521.05","-6,684.65"
"4.","JAPAN","6,950.06","10,373.44","17,323.50","-3,423.37"
"5.","GERMANY","7,791.24","9,005.98","16,797.22","-1,214.74"
"6.","U ARAB EMTS","7,857.08","7,241.36","15,098.44","615.72"
"7.","SWITZERLAND","1,342.32","12,378.72","13,721.04","-11,036.39"
"8.","SAUDI ARAB","3,257.48","7,705.10","10,962.59","-4,447.62"
"9.","HONG KONG","7,911.67","1,890.29","9,801.95","6,021.38"
"10.","ITALY","4,438.39","4,578.38","9,016.76","-139.99"
"11.","MALAYSIA","1,353.36","6,766.48","8,119.83","-5,413.12"
"12.","SINGAPORE","2,177.28","5,823.26","8,000.53","-3,645.98"
"13.","AUSTRALIA","1,629.87","6,079.25","7,709.12","-4,449.39"
"14.","SOUTH AFRICA","1,631.15","5,687.43","7,318.58","-4,056.28"
"15.","KOREA RP","1,295.35","5,866.43","7,161.78","-4,571.09"
"16.","KUWAIT","692.76","6,315.18","7,007.94","-5,622.42"
"17.","FRANCE","3,490.61","3,027.40","6,518.00","463.21"
"18.","CHINA P RP","1,797.09","4,613.93","6,411.02","-2,816.84"
"19.","NIGERIA","1,043.72","4,954.79","5,998.51","-3,911.07"
"20.","RUSSIA","2,984.57","2,295.14","5,279.71","689.44"
"21.","NETHERLAND","3,212.22","1,952.87","5,165.09","1,259.35"
"22.","BANGLADESH PR","4,188.72","262.53","4,451.24","3,926.19"
"23.","INDONESIA","779.43","3,488.09","4,267.52","-2,708.66"
"24.","CANADA","1,989.98","1,622.13","3,612.10","367.85"
"25.","SPAIN","2,100.77","901.50","3,002.27","1,199.27"
"26.","ISRAEL","1,494.39","1,473.61","2,968.00","20.78"
"27.","TAIWAN","1,295.62","1,545.87","2,841.49","-250.24"
"28.","IRAN","669.41","1,993.03","2,662.44","-1,323.62"
"29.","THAILAND","1,350.45","1,149.00","2,499.45","201.45"
"30.","BAHARAIN IS","239.13","1,979.17","2,218.30","-1,740.05"
"31.","SRI LANKA DSR","1,839.01","158.50","1,997.52","1,680.51"
"32.","EGYPT A RP","1,137.34","809.41","1,946.75","327.92"
"33.","MOROCCO","119.68","1,691.23","1,810.91","-1,571.55"
"34.","ARGENTINA","311.31","1,427.40","1,738.71","-1,116.08"
"35.","SWEDEN","629.42","842.35","1,471.77","-212.93"
"36.","JORDAN","289.33","1,161.05","1,450.38","-871.73"
"37.","BRAZIL","560.75","823.80","1,384.55","-263.05"
"38.","PAKISTAN IR","446.38","902.19","1,348.57","-455.81"
"39.","DENMARK","784.78","419.44","1,204.23","365.34"
"40.","TURKEY","714.76","414.73","1,129.50","300.03"
"41.","NEPAL","514.99","609.40","1,124.39","-94.42"
"42.","FINLAND","322.33","748.76","1,071.09","-426.43"
"43.","TUNISIA","96.02","841.24","937.26","-745.23"
"44.","MEXICO","547.77","387.15","934.93","160.62"
"45.","TANZANIA REP","359.32","524.31","883.64","-164.99"
"46.","MYANMAR","126.72","731.01","857.73","-604.30"
"47.","IRAQ","152.72","635.98","788.69","-483.26"
"48.","KENYA","610.85","152.33","763.18","458.52"
"49.","UKRAINE","144.66","571.42","716.08","-426.76"
"50.","MAURITIUS","677.85","8.46","686.31","669.39"
"51.","PHILIPPINES","499.53","156.73","656.26","342.79"
"52.","SENEGAL","143.98","492.53","636.51","-348.55"
"53.","GREECE","572.14","43.51","615.65","528.62"
"54.","NEW ZEALAND","239.03","371.62","610.64","-132.59"
"55.","OMAN","498.74","95.40","594.14","403.33"
"56.","AUSTRIA","326.37","250.91","577.27","75.46"
"57.","VIETNAM SOC REP","527.69","38.47","566.15","489.22"
"58.","POLAND","391.53","142.22","533.75","249.31"
"59.","CHILE","286.33","236.80","523.12","49.53"
"60.","NORWAY","233.70","279.01","512.70","-45.31"
"61.","PORTUGAL","447.13","39.29","486.42","407.84"
"62.","QATAR","168.94","295.09","464.03","-126.15"
"63.","KOREA DP RP","79.75","379.47","459.22","-299.73"
"64.","IRELAND","283.70","169.05","452.75","114.65"
"65.","COTE D' IVOIRE","278.04","160.30","438.34","117.75"
"66.","CZECH REPUBLIC","144.30","185.64","329.94","-41.34"
"67.","YEMEN REPUBLC","265.22","45.06","310.28","220.16"
"68.","SUDAN","231.23","63.60","294.83","167.64"
"69.","SYRIA","244.82","48.87","293.69","195.96"
"70.","GHANA","264.26","23.05","287.30","241.21"
"71.","ETHIOPIA","272.41","1.24","273.65","271.17"
"72.","ROMANIA","73.85","181.80","255.64","-107.95"
"73.","ZAMBIA","72.87","164.51","237.38","-91.64"
"74.","KAZAKHSTAN","159.86","52.29","212.16","107.57"
"75.","MOZAMBIQUE","95.88","106.70","202.59","-10.82"
"76.","UGANDA","188.59","1.37","189.95","187.22"
"77.","HUNGARY","149.47","39.45","188.92","110.01"
"78.","PANAMA REPUBLIC","105.61","72.85","178.46","32.76"
"79.","AFGHANISTAN TIS","53.89","118.40","172.29","-64.51"
"80.","BENIN","114.20","53.98","168.18","60.22"
"81.","ZIMBABWE","99.24","62.67","161.91","36.57"
"82.","URUGUAY","153.57","7.99","161.55","145.58"
"83.","SOMALIA","149.12","3.45","152.57","145.67"
"84.","VENEZUELA","110.80","27.76","138.56","83.04"
"85.","PERU","98.90","39.23","138.13","59.67"
"86.","CONGO P REP","93.64","28.35","121.99","65.29"
"87.","COLOMBIA","110.51","8.40","118.91","102.11"
"88.","LEBANON","111.97","4.86","116.84","107.11"
"89.","LIBYA","102.15","11.33","113.48","90.82"
"90.","CYPRUS","103.68","2.38","106.06","101.30"
"91.","ALGERIA","103.48","1.96","105.44","101.52"
"92.","GUINEA BISSAU","18.96","79.09","98.04","-60.13"
"93.","LATVIA","40.03","51.27","91.30","-11.24"
"94.","TOGO","85.22","6.06","91.28","79.16"
"95.","SLOVENIA","63.57","18.14","81.71","45.44"
"96.","MALI","78.03","0.33","78.36","77.69"
"97.","GAMBIA","64.76","3.27","68.03","61.50"
"98.","BHUTAN","40.22","25.78","66.00","14.45"
"99.","SLOVAK REP","15.82","46.97","62.79","-31.16"
"100.","UZBEKISTAN","54.00","7.01","61.01","46.98"
"101.","CAMEROON","38.29","21.65","59.95","16.64"
"102.","NAMIBIA","57.72","0.04","57.76","57.69"
"103.","CONGO D. REP.","30.01","27.47","57.48","2.53"
"104.","GABON","19.90","37.57","57.46","-17.67"
"105.","DJIBOUTI","55.87","0.10","55.98","55.77"
"106.","MADAGASCAR","41.74","12.60","54.34","29.15"
"107.","GUINEA","27.33","22.36","49.69","4.97"
"108.","BULGARIA","38.93","9.14","48.07","29.79"
"109.","MALAWI","43.09","1.86","44.95","41.23"
"110.","FIJI IS","40.43","0.00","40.43","40.42"
"111.","UNION OF SERBIA &amp; MONTENEGRO","28.68","10.42","39.10","18.26"
"112.","SOLOMON IS","5.37","33.26","38.64","-27.89"
"113.","TRINIDAD","35.15","2.68","37.83","32.47"
"114.","KYRGHYZSTAN","36.62","0.43","37.05","36.20"
"115.","SEYCHELLES","36.73","0.00","36.73","36.73"
"116.","MALDIVES","35.24","0.22","35.46","35.02"
"117.","CAMBODIA","24.02","10.26","34.29","13.76"
"118.","ICELAND","17.11","15.67","32.78","1.44"
"119.","CUBA","14.03","15.69","29.73","-1.66"
"120.","BURKINA FASO","19.82","8.95","28.77","10.87"
"121.","CROATIA","23.30","4.17","27.47","19.14"
"122.","PARAGUAY","24.76","2.13","26.89","22.63"
"123.","NETHERLANDANTIL","26.28","0.11","26.39","26.16"
"124.","MALTA","25.50","0.12","25.61","25.38"
"125.","ESTONIA","22.15","2.70","24.85","19.44"
"126.","ECUADOR","19.34","3.74","23.07","15.60"
"127.","PAPUA N GNA","14.45","8.58","23.03","5.87"
"128.","GUATEMALA","19.20","3.68","22.88","15.52"
"129.","DOMINIC REP","22.58","0.16","22.74","22.43"
"130.","PANAMA C Z","22.63","0.00","22.63","22.63"
"131.","LUXEMBOURG","15.89","5.17","21.06","10.72"
"132.","AZERBAIJAN","16.92","0.10","17.02","16.82"
"133.","HONDURAS","16.18","0.13","16.31","16.05"
"134.","LITHUANIA","15.17","0.82","15.99","14.35"
"135.","COSTA RICA","7.72","6.26","13.98","1.45"
"136.","BRUNEI","13.73","0.19","13.92","13.54"
"137.","TAJIKISTAN","2.14","10.65","12.78","-8.51"
"138.","BARBADOS","12.09","0.36","12.45","11.74"
"139.","PUERTO RICO","10.81","1.08","11.89","9.74"
"140.","GUYANA","9.54","2.07","11.61","7.47"
"141.","NAURU RP","2.60","8.67","11.27","-6.06"
"142.","EL SALVADOR","8.28","1.73","10.00","6.55"
"143.","SIERRA LEONE","8.49","0.72","9.21","7.76"
"144.","MARTINIQUE","8.90","0.00","8.90","8.89"
"145.","JAMAICA","7.50","1.14","8.64","6.36"
"146.","TURKMENISTAN","8.11","0.45","8.55","7.66"
"147.","BELARUS","6.79","1.35","8.14","5.44"
"148.","MONGOLIA","7.16","0.79","7.95","6.38"
"149.","COMOROS","6.25","0.17","6.42","6.08"
"150.","CHANNEL IS","5.02","1.33","6.35","3.70"
"151.","CHRISTMAS IS.","4.95","1.26","6.21","3.69"
"152.","BURUNDI","5.11","0.66","5.77","4.45"
"153.","FR GUIANA","3.70","1.60","5.30","2.11"
"154.","SURINAME","5.13","0.01","5.14","5.13"
"155.","MACAO","3.91","0.76","4.66","3.15"
"156.","TURKS C IS","4.26","0.17","4.43","4.08"
"157.","BOLIVIA","4.13","0.16","4.29","3.96"
"158.","ALBANIA","3.35","0.75","4.10","2.60"
"159.","SWAZILAND","2.59","1.32","3.91","1.26"
"160.","BERMUDA","3.51","0.00","3.51","3.51"
"161.","MACEDONIA","0.41","2.83","3.23","-2.42"
"162.","BAHAMAS","2.81","0.14","2.95","2.67"
"163.","C AFRI REP","2.45","0.00","2.45","2.44"
"164.","ST HELENA","1.47","0.00","1.47","1.47"
"165.","VIRGIN IS US","1.36","0.03","1.38","1.33"
"166.","NEW CALEDONIA","0.93","0.18","1.11","0.74"
"167.","TOKELAU IS","0.99","","0.99",""
"168.","TONGA","0.85","0.07","0.92","0.77"
"169.","ARMENIA","0.77","0.07","0.84","0.70"
"170.","AMERI SAMOA","0.84","0.00","0.84","0.83"
"171.","CAYMAN IS","0.70","0.11","0.80","0.59"
"172.","GIBRALTAR","0.59","0.00","0.59","0.59"
"173.","ANDORRA","0.11","0.29","0.41","-0.18"
"174.","FAROE IS.","0.00","0.35","0.35","-0.35"
"175.","ST KITT N A","0.22","0.10","0.33","0.12"
"176.","GRENADA","0.31","0.02","0.33","0.29"
"177.","LIECHTENSTEIN","0.09","0.14","0.23","-0.05"
"178.","ST PIERRE","0.15","0.01","0.15","0.14"
"179.","ST VINCENT","0.20","","",""
"180.","ST LUCIA","0.68","","",""
"181.","WALLIS F IS","1.27","","",""
"182.","SAMOA","2.99","","",""
"183.","VANUATU REP","1.08","","",""
"184.","TUVALU","0.07","","",""
"185.","NIUE IS","1.33","","",""
"186.","NORFOLK IS","1.06","","",""
"187.","PACIFIC IS","0.26","","",""
"188.","PITCAIRN IS.","0.64","","",""
"189.","TIMOR LESTE","0.95","","",""
"190.","REUNION","15.55","","",""
