Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","U S A","83,388.07","84,625.42","168,013.49","-1,237.35"
"2.","CHINA P RP","43,597.42","109,116.07","152,713.49","-65,518.66"
"3.","U ARAB EMTS","62,915.03","54,233.19","117,148.23","8,681.84"
"4.","SAUDI ARAB","14,922.55","78,110.31","93,032.87","-63,187.76"
"5.","SINGAPORE","29,662.23","32,682.18","62,344.41","-3,019.95"
"6.","GERMANY","20,598.93","39,736.04","60,334.97","-19,137.11"
"7.","IRAN","7,844.83","43,945.93","51,790.76","-36,101.11"
"8.","U K","26,967.48","19,941.52","46,909.00","7,025.96"
"9.","SWITZERLAND","2,475.94","39,570.82","42,046.76","-37,094.88"
"10.","JAPAN","15,515.59","25,457.80","40,973.39","-9,942.21"
"11.","HONG KONG","25,385.25","10,867.07","36,252.32","14,518.18"
"12.","AUSTRALIA","4,630.13","31,552.08","36,182.21","-26,921.95"
"13.","KOREA RP","11,481.54","24,307.91","35,789.44","-12,826.37"
"14.","FRANCE","10,454.15","25,175.64","35,629.79","-14,721.48"
"15.","NIGERIA","4,361.62","30,662.91","35,024.53","-26,301.29"
"16.","MALAYSIA","10,337.29","24,176.13","34,513.42","-13,838.85"
"17.","BELGIUM","16,943.10","17,545.72","34,488.82","-602.62"
"18.","KUWAIT","2,744.91","30,959.93","33,704.84","-28,215.02"
"19.","ITALY","15,748.13","15,694.45","31,442.58","53.68"
"20.","NETHERLAND","21,038.46","7,728.66","28,767.13","13,309.80"
"21.","IRAQ","1,091.30","27,494.66","28,585.97","-26,403.36"
"22.","INDONESIA","8,692.78","19,420.53","28,113.31","-10,727.75"
"23.","SOUTH AFRICA","10,698.76","14,546.56","25,245.31","-3,847.80"
"24.","TAIWAN","6,984.97","9,663.97","16,648.94","-2,678.99"
"25.","THAILAND","7,278.77","9,264.00","16,542.78","-1,985.23"
"26.","BRAZIL","10,131.78","3,818.14","13,949.92","6,313.65"
"27.","SRI LANKA DSR","11,374.29","2,540.92","13,915.21","8,833.37"
"28.","TURKEY","7,043.39","6,801.49","13,844.88","241.90"
"29.","RUSSIA","3,783.47","9,938.33","13,721.80","-6,154.86"
"30.","EGYPT A RP","5,621.31","7,982.78","13,604.09","-2,361.47"
"31.","SPAIN","9,225.05","4,000.98","13,226.02","5,224.07"
"32.","CANADA","5,094.01","7,940.18","13,034.18","-2,846.17"
"33.","BANGLADESH PR","11,743.21","1,034.68","12,777.89","10,708.53"
"34.","ISRAEL","6,453.40","5,746.34","12,199.74","707.06"
"35.","QATAR","2,165.50","9,888.89","12,054.39","-7,723.39"
"36.","SWEDEN","2,188.18","8,578.11","10,766.29","-6,389.92"
"37.","YEMEN REPUBLC","4,096.69","5,914.19","10,010.88","-1,817.50"
"38.","PAKISTAN IR","7,827.37","1,158.72","8,986.09","6,668.65"
