Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","U S A","18,863.47","11,738.24","30,601.71","7,125.23"
"2.","CHINA P RP","8,321.86","17,475.03","25,796.89","-9,153.18"
"3.","U ARAB EMTS","12,021.77","8,655.28","20,677.05","3,366.50"
"4.","SAUDI ARAB","2,590.77","13,355.33","15,946.10","-10,764.55"
"5.","SINGAPORE","6,053.84","5,484.32","11,538.15","569.52"
"6.","GERMANY","3,984.81","7,552.64","11,537.45","-3,567.83"
"7.","U K","5,622.93","4,177.87","9,800.80","1,445.06"
"8.","SWITZERLAND","467.72","9,143.85","9,611.56","-8,676.13"
"9.","IRAN","1,446.48","7,618.55","9,065.03","-6,172.06"
"10.","AUSTRALIA","925.20","6,999.59","7,924.78","-6,074.39"
"11.","NIGERIA","902.84","7,009.21","7,912.05","-6,106.37"
"12.","BELGIUM","3,478.18","4,146.19","7,624.36","-668.01"
"13.","JAPAN","2,868.12","4,599.54","7,467.65","-1,731.42"
"14.","KOREA RP","2,518.40","4,803.15","7,321.55","-2,284.75"
"15.","HONG KONG","4,685.16","2,484.05","7,169.21","2,201.11"
"16.","KUWAIT","614.81","5,993.23","6,608.04","-5,378.41"
"17.","MALAYSIA","1,305.22","5,290.31","6,595.53","-3,985.10"
"18.","FRANCE","2,103.26","4,212.42","6,315.68","-2,109.15"
"19.","ITALY","3,584.65","2,676.03","6,260.67","908.62"
"20.","INDONESIA","2,032.96","4,181.96","6,214.92","-2,149.00"
"21.","IRAQ","203.99","5,514.41","5,718.40","-5,310.42"
"22.","SOUTH AFRICA","2,241.61","2,470.14","4,711.75","-228.54"
"23.","NETHERLAND","2,674.55","1,158.40","3,832.96","1,516.15"
"24.","RUSSIA","903.69","2,409.05","3,312.73","-1,505.36"
"25.","THAILAND","1,445.54","1,747.75","3,193.28","-302.21"
"26.","YEMEN REPUBLC","1,184.26","2,004.23","3,188.49","-819.97"
"27.","CANADA","1,109.86","1,775.88","2,885.74","-666.02"
"28.","SRI LANKA DSR","2,258.30","470.33","2,728.63","1,787.96"
"29.","TAIWAN","915.27","1,678.63","2,593.89","-763.36"
"30.","SPAIN","1,878.66","627.41","2,506.08","1,251.25"
"31.","EGYPT A RP","763.08","1,739.74","2,502.82","-976.66"
"32.","BRAZIL","1,449.25","992.35","2,441.60","456.90"
"33.","ISRAEL","1,322.45","1,080.59","2,403.04","241.86"
"34.","QATAR","331.53","2,060.08","2,391.61","-1,728.55"
"35.","SWEDEN","387.70","1,932.46","2,320.16","-1,544.76"
"36.","CHILE","377.22","1,923.48","2,300.70","-1,546.26"
"37.","BANGLADESH PR","1,629.57","228.00","1,857.57","1,401.57"
"38.","PAKISTAN IR","1,350.09","323.62","1,673.71","1,026.47"
"39.","TURKEY","1,327.30","335.92","1,663.21","991.38"
"40.","KENYA","1,309.22","56.46","1,365.67","1,252.76"
"41.","MEXICO","535.97","795.30","1,331.27","-259.33"
"42.","UKRAINE","290.08","996.49","1,286.57","-706.41"
"43.","NEPAL","927.40","306.02","1,233.42","621.38"
"44.","VIETNAM SOC REP","985.69","167.38","1,153.07","818.30"
"45.","ALGERIA","335.04","755.46","1,090.51","-420.42"
"46.","OMAN","630.97","458.90","1,089.87","172.07"
"47.","ARGENTINA","211.38","876.00","1,087.38","-664.62"
"48.","NORWAY","184.18","768.70","952.88","-584.52"
"49.","UNSPECIFIED","244.77","681.47","926.24","-436.69"
"50.","MYANMAR","140.44","782.65","923.09","-642.21"
"51.","GREECE","670.71","211.52","882.24","459.19"
"52.","VENEZUELA","126.08","748.90","874.97","-622.82"
"53.","FINLAND","194.36","609.79","804.14","-415.43"
"54.","DENMARK","458.06","339.70","797.76","118.35"
"55.","NEW ZEALAND","495.52","265.50","761.03","230.02"
"56.","MAURITIUS","738.29","14.56","752.85","723.72"
"57.","PHILIPPINES","580.98","166.79","747.77","414.19"
"58.","BAHARAIN IS","184.52","471.23","655.75","-286.70"
"59.","MOROCCO","164.45","489.98","654.43","-325.53"
"60.","COLOMBIA","575.82","76.82","652.64","499.00"
"61.","JORDAN","178.98","470.90","649.88","-291.92"
"62.","KOREA DP RP","105.41","489.39","594.80","-383.97"
"63.","AUSTRIA","132.01","456.84","588.85","-324.83"
"64.","GHANA","465.18","103.24","568.42","361.94"
"65.","IRELAND","226.08","289.51","515.58","-63.43"
"66.","SUDAN","403.49","89.08","492.56","314.41"
"67.","SYRIA","408.23","78.97","487.20","329.26"
"68.","PANAMA REPUBLIC","165.60","306.12","471.72","-140.52"
"69.","ROMANIA","170.46","291.82","462.27","-121.36"
"70.","CZECH REPUBLIC","102.66","353.71","456.37","-251.06"
"71.","ANGOLA","201.89","244.71","446.60","-42.83"
"72.","POLAND","306.57","117.23","423.80","189.33"
"73.","GUINEA","79.76","342.64","422.40","-262.89"
"74.","PORTUGAL","366.99","30.53","397.52","336.45"
"75.","TANZANIA REP","288.40","99.17","387.57","189.23"
"76.","COTE D' IVOIRE","141.73","179.39","321.12","-37.65"
"77.","DJIBOUTI","307.62","2.15","309.77","305.46"
"78.","BRUNEI","8.31","285.38","293.68","-277.07"
"79.","PAPUA N GNA","10.69","277.35","288.04","-266.67"
"80.","MALTA","60.80","199.57","260.38","-138.77"
"81.","TUNISIA","109.65","143.50","253.14","-33.85"
"82.","PERU","125.64","127.41","253.05","-1.77"
"83.","BENIN","151.41","80.18","231.60","71.23"
"84.","SENEGAL","152.18","73.16","225.34","79.02"
"85.","LIBYA","86.21","135.71","221.92","-49.50"
"86.","HUNGARY","103.80","117.13","220.93","-13.33"
"87.","MOZAMBIQUE","192.25","28.66","220.91","163.59"
"88.","AFGHANISTAN TIS","182.11","34.37","216.48","147.73"
"89.","BHUTAN","57.66","142.05","199.72","-84.39"
"90.","TOGO","122.01","76.11","198.12","45.90"
"91.","CONGO P REP","136.27","59.94","196.22","76.33"
"92.","ZAMBIA","107.97","85.14","193.10","22.83"
"93.","KAZAKHSTAN","83.18","88.30","171.48","-5.11"
"94.","TRINIDAD","108.46","51.92","160.38","56.54"
"95.","CYPRUS","33.39","112.88","146.26","-79.49"
"96.","GABON","16.70","115.85","132.55","-99.15"
"97.","ETHIOPIA","115.94","11.42","127.36","104.53"
"98.","SLOVENIA","88.63","36.24","124.87","52.39"
"99.","BULGARIA","40.38","77.15","117.53","-36.76"
"100.","GEORGIA","41.03","74.36","115.39","-33.33"
"101.","HONDURAS","113.21","1.70","114.91","111.51"
"102.","UGANDA","107.34","4.76","112.10","102.58"
"103.","CROATIA","54.75","57.25","112.00","-2.50"
"104.","BELARUS","14.41","93.61","108.02","-79.20"
"105.","SOMALIA","86.54","18.03","104.57","68.51"
"106.","ECUADOR","52.15","49.47","101.62","2.68"
"107.","AZERBAIJAN","24.57","67.56","92.13","-42.99"
"108.","CAMEROON","83.19","7.65","90.84","75.54"
"109.","ARMENIA","8.58","77.06","85.64","-68.48"
"110.","AMERI SAMOA","0.28","83.73","84.01","-83.46"
"111.","LEBANON","67.13","11.17","78.30","55.96"
"112.","GUATEMALA","73.77","2.11","75.88","71.66"
"113.","BAHAMAS","61.08","12.13","73.21","48.96"
"114.","MALDIVES","68.68","3.05","71.74","65.63"
"115.","LATVIA","39.81","31.85","71.66","7.96"
"116.","LIBERIA","24.01","46.57","70.58","-22.56"
"117.","MALI","63.73","2.81","66.54","60.91"
"118.","MADAGASCAR","45.78","19.36","65.14","26.42"
"119.","COSTA RICA","20.52","43.93","64.45","-23.42"
"120.","ZIMBABWE","31.78","32.25","64.02","-0.47"
"121.","UZBEKISTAN","29.69","33.91","63.60","-4.21"
"122.","FIJI IS","44.07","18.76","62.83","25.32"
"123.","SWAZILAND","4.73","56.89","61.61","-52.16"
"124.","LITHUANIA","40.61","20.16","60.77","20.45"
"125.","CAYMAN IS","0.32","60.08","60.41","-59.76"
"126.","SLOVAK REP","36.24","19.81","56.04","16.43"
"127.","ESTONIA","28.24","25.98","54.22","2.26"
"128.","CAMBODIA","52.07","1.60","53.67","50.48"
"129.","GUINEA BISSAU","0.69","49.34","50.03","-48.65"
"130.","LUXEMBOURG","16.92","31.40","48.32","-14.48"
"131.","MALAWI","42.56","5.07","47.63","37.49"
"132.","TURKMENISTAN","33.99","11.95","45.94","22.04"
"133.","GAMBIA","27.70","17.58","45.28","10.11"
"134.","URUGUAY","36.97","7.29","44.26","29.69"
"135.","ST PIERRE","22.62","17.81","40.43","4.81"
"136.","DOMINIC REP","36.94","1.81","38.75","35.13"
"137.","KYRGHYZSTAN","37.08","0.76","37.84","36.31"
"138.","PUERTO RICO","28.51","6.85","35.36","21.67"
"139.","MARSHALL ISLAND","19.19","14.77","33.95","4.42"
"140.","PARAGUAY","27.28","2.83","30.12","24.45"
"141.","CHAD","28.30","0.17","28.47","28.14"
"142.","CUBA","27.03","1.11","28.14","25.92"
"143.","GUYANA","13.22","14.76","27.98","-1.54"
"144.","REUNION","21.79","5.50","27.29","16.29"
"145.","NEW CALEDONIA","3.23","21.21","24.44","-17.98"
"146.","SIERRA LEONE","20.81","2.35","23.16","18.46"
"147.","HAITI","21.73","1.16","22.89","20.58"
"148.","COMOROS","15.75","7.03","22.78","8.72"
"149.","MAURITANIA","21.73","0.63","22.35","21.10"
"150.","NAMIBIA","18.39","3.38","21.77","15.01"
"151.","JAMAICA","20.19","0.60","20.79","19.59"
"152.","BURKINA FASO","14.98","5.56","20.54","9.43"
"153.","BR VIRGN IS","0.89","19.38","20.27","-18.50"
"154.","EL SALVADOR","17.58","2.49","20.07","15.08"
"155.","NIGER","14.33","5.31","19.63","9.02"
"156.","CONGO D. REP.","1.20","16.97","18.16","-15.77"
"157.","GIBRALTAR","17.89","0.01","17.90","17.88"
"158.","SURINAME","16.67","1.09","17.76","15.58"
"159.","CHRISTMAS IS.","0.04","15.74","15.78","-15.70"
"160.","RWANDA","13.78","1.64","15.42","12.14"
"161.","TAJIKISTAN","7.46","7.95","15.42","-0.49"
"162.","ICELAND","11.44","3.69","15.13","7.75"
"163.","NICARAGUA","14.89","0.07","14.96","14.81"
"164.","NETHERLANDANTIL","12.87","1.08","13.95","11.79"
"165.","UNION OF SERBIA &amp; MONTENEGRO","12.09","1.72","13.81","10.36"
"166.","SEYCHELLES","12.90","0.75","13.65","12.15"
"167.","VANUATU REP","2.25","9.35","11.60","-7.10"
"168.","BOTSWANA","10.85","0.06","10.90","10.79"
"169.","BOLIVIA","5.43","2.96","8.39","2.47"
"170.","BURUNDI","7.96","0.00","7.97","7.96"
"171.","BELIZE","1.56","5.81","7.37","-4.25"
"172.","ERITREA","6.65","0.34","6.99","6.31"
"173.","MOLDOVA","5.54","0.46","5.99","5.08"
"174.","MACEDONIA","5.69","0.26","5.94","5.43"
"175.","EQUTL GUINEA","4.77","0.11","4.87","4.66"
"176.","MONGOLIA","2.34","2.24","4.58","0.11"
"177.","ALBANIA","4.48","0.04","4.52","4.45"
"178.","BOSNIA-HRZGOVIN","3.66","0.42","4.08","3.24"
