Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","U ARAB EMTS","36,316.65","39,138.36","75,455.01","-2,821.72"
"2.","CHINA P RP","13,534.88","52,248.33","65,783.21","-38,713.45"
"3.","U S A","36,155.22","25,204.73","61,359.95","10,950.49"
"4.","SAUDI ARAB","9,785.78","33,998.11","43,783.89","-24,212.33"
"5.","SWITZERLAND","1,117.28","32,166.54","33,283.82","-31,049.25"
"6.","GERMANY","7,246.20","14,325.79","21,571.99","-7,079.58"
"7.","SINGAPORE","13,619.24","7,486.38","21,105.63","6,132.86"
"8.","IRAQ","1,278.13","19,247.31","20,525.44","-17,969.18"
"9.","INDONESIA","5,331.30","14,879.49","20,210.79","-9,548.19"
"10.","HONG KONG","12,279.20","7,907.17","20,186.37","4,372.04"
"11.","JAPAN","6,100.06","12,412.29","18,512.35","-6,312.24"
"12.","KUWAIT","1,061.08","16,588.13","17,649.21","-15,527.05"
"13.","KOREA RP","4,202.25","13,105.12","17,307.37","-8,902.87"
"14.","QATAR","687.18","15,693.08","16,380.26","-15,005.89"
"15.","BELGIUM","5,507.30","10,046.87","15,554.17","-4,539.57"
"16.","AUSTRALIA","2,348.65","13,085.70","15,434.34","-10,737.05"
"17.","IRAN","3,351.07","11,594.46","14,945.53","-8,243.39"
"18.","U K","8,612.54","6,293.09","14,905.62","2,319.45"
"19.","NIGERIA","2,740.04","12,086.11","14,826.15","-9,346.07"
"20.","MALAYSIA","4,444.07","9,951.06","14,395.13","-5,506.99"
"21.","VENEZUELA","234.14","14,117.67","14,351.81","-13,883.54"
"22.","SOUTH AFRICA","5,106.93","8,887.89","13,994.82","-3,780.96"
"23.","NETHERLAND","10,565.02","2,379.09","12,944.11","8,185.93"
"24.","BRAZIL","6,048.53","4,825.76","10,874.29","1,222.77"
"25.","FRANCE","4,986.03","4,652.36","9,638.39","333.66"
"26.","THAILAND","3,733.17","5,352.61","9,085.78","-1,619.44"
"27.","ITALY","4,372.51","4,711.27","9,083.77","-338.76"
"28.","ANGOLA","488.79","7,157.54","7,646.33","-6,668.75"
"29.","UNSPECIFIED","5,437.47","1,924.94","7,362.41","3,512.52"
"30.","TAIWAN","3,043.97","3,963.35","7,007.32","-919.38"
"31.","RUSSIA","2,295.68","4,231.56","6,527.25","-1,935.88"
"32.","VIETNAM SOC REP","3,967.37","2,314.78","6,282.15","1,652.60"
"33.","ISRAEL","3,739.71","2,356.66","6,096.36","1,383.05"
"34.","TURKEY","3,963.66","2,034.18","5,997.84","1,929.48"
"35.","BANGLADESH PR","5,144.99","639.33","5,784.31","4,505.66"
"36.","MEXICO","1,628.24","4,037.62","5,665.86","-2,409.37"
"37.","EGYPT A RP","2,897.33","2,553.47","5,450.80","343.86"
"38.","CANADA","2,036.58","2,800.22","4,836.80","-763.64"
"39.","SPAIN","2,865.75","1,815.66","4,681.40","1,050.09"
"40.","SRI LANKA DSR","3,983.87","625.81","4,609.68","3,358.06"
