Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","U ARAB EMTS","197,832.05","212,923.33","410,755.38","-15,091.28"
"2.","CHINA P RP","73,529.56","284,384.59","357,914.15","-210,855.02"
"3.","U S A","196,740.80","137,238.59","333,979.40","59,502.21"
"4.","SAUDI ARAB","53,244.43","184,684.80","237,929.23","-131,440.37"
"5.","SWITZERLAND","6,079.07","174,511.85","180,590.92","-168,432.78"
"6.","GERMANY","39,408.11","77,933.66","117,341.77","-38,525.56"
"7.","SINGAPORE","73,994.97","40,763.95","114,758.92","33,231.02"
"8.","IRAQ","6,972.78","104,596.36","111,569.14","-97,623.58"
"9.","INDONESIA","28,996.09","80,965.70","109,961.78","-51,969.61"
"10.","HONG KONG","66,898.17","43,030.12","109,928.29","23,868.05"
"11.","JAPAN","33,214.16","67,547.21","100,761.37","-34,333.05"
"12.","KUWAIT","5,778.30","90,184.25","95,962.55","-84,405.95"
"13.","KOREA RP","22,870.25","71,337.25","94,207.50","-48,467.01"
"14.","QATAR","3,746.34","85,457.78","89,204.12","-81,711.45"
"15.","BELGIUM","29,926.40","54,536.76","84,463.16","-24,610.36"
"16.","AUSTRALIA","12,793.80","71,217.11","84,010.91","-58,423.30"
"17.","IRAN","18,254.81","63,025.61","81,280.41","-44,770.80"
"18.","U K","46,878.22","34,231.18","81,109.40","12,647.03"
"19.","NIGERIA","14,916.69","65,622.21","80,538.90","-50,705.52"
"20.","MALAYSIA","24,143.51","54,198.76","78,342.27","-30,055.25"
"21.","VENEZUELA","1,277.21","76,834.53","78,111.74","-75,557.33"
"22.","SOUTH AFRICA","27,803.38","48,319.63","76,123.01","-20,516.25"
"23.","NETHERLAND","57,372.56","12,947.50","70,320.05","44,425.06"
"24.","BRAZIL","32,872.02","26,438.83","59,310.85","6,433.19"
"25.","FRANCE","27,105.86","25,351.03","52,456.89","1,754.83"
"26.","ITALY","23,778.73","25,652.42","49,431.15","-1,873.69"
"27.","THAILAND","20,310.24","29,112.98","49,423.22","-8,802.74"
"28.","ANGOLA","2,659.62","38,946.42","41,606.05","-36,286.80"
"29.","UNSPECIFIED","29,541.68","10,469.71","40,011.39","19,071.97"
"30.","TAIWAN","16,555.12","21,576.24","38,131.36","-5,021.12"
"31.","RUSSIA","12,492.86","23,020.95","35,513.81","-10,528.09"
"32.","VIETNAM SOC REP","21,562.84","12,594.42","34,157.26","8,968.42"
"33.","ISRAEL","20,346.68","12,814.42","33,161.10","7,532.26"
"34.","TURKEY","21,524.38","11,060.91","32,585.28","10,463.47"
"35.","BANGLADESH PR","27,982.58","3,467.93","31,450.50","24,514.65"
"36.","MEXICO","8,862.20","21,873.42","30,735.62","-13,011.23"
"37.","EGYPT A RP","15,713.94","13,854.26","29,568.20","1,859.68"
"38.","CANADA","11,082.46","15,276.99","26,359.45","-4,194.52"
"39.","SPAIN","15,592.33","9,893.77","25,486.09","5,698.56"
"40.","SRI LANKA DSR","21,687.69","3,404.20","25,091.89","18,283.50"
"41.","OMAN","14,114.64","10,931.46","25,046.10","3,183.19"
"42.","KENYA","20,525.70","577.36","21,103.06","19,948.33"
"43.","CHILE","3,759.00","16,213.74","19,972.74","-12,454.74"
"44.","NEPAL","16,805.56","2,958.07","19,763.62","13,847.49"
"45.","COLOMBIA","4,965.78","12,812.52","17,778.29","-7,846.74"
"46.","UKRAINE","2,831.41","14,471.44","17,302.84","-11,640.03"
"47.","TANZANIA REP","11,732.92","4,096.05","15,828.97","7,636.87"
"48.","BAHAMAS","14,499.77","555.53","15,055.30","13,944.23"
"49.","PAKISTAN IR","11,232.63","2,943.70","14,176.33","8,288.93"
"50.","YEMEN REPUBLC","8,024.02","5,152.69","13,176.72","2,871.33"
"51.","SWEDEN","3,735.27","9,155.70","12,890.98","-5,420.43"
"52.","LIBYA","1,170.77","9,980.30","11,151.08","-8,809.53"
"53.","MYANMAR","2,960.71","7,701.18","10,661.89","-4,740.48"
"54.","JORDAN","5,452.65","5,111.73","10,564.37","340.92"
"55.","ALGERIA","5,934.70","3,715.40","9,650.09","2,219.30"
"56.","MOROCCO","2,321.16","7,126.78","9,447.93","-4,805.62"
"57.","ARGENTINA","2,940.94","6,504.35","9,445.29","-3,563.41"
"58.","PHILIPPINES","6,465.49","2,743.58","9,209.07","3,721.91"
"59.","POLAND","4,412.37","4,694.95","9,107.32","-282.57"
"60.","FINLAND","1,724.83","6,005.38","7,730.20","-4,280.55"
"61.","MAURITIUS","7,136.62","155.17","7,291.79","6,981.45"
"62.","MOZAMBIQUE","5,445.20","1,588.75","7,033.95","3,856.45"
"63.","BAHARAIN IS","3,283.67","3,596.71","6,880.38","-313.05"
"64.","AUSTRIA","1,788.11","5,033.95","6,822.06","-3,245.83"
"65.","DENMARK","3,849.78","2,949.72","6,799.50","900.05"
"66.","PERU","3,471.58","3,050.81","6,522.38","420.77"
"67.","NORWAY","1,277.00","5,140.20","6,417.20","-3,863.20"
"68.","ECUADOR","1,433.93","4,708.24","6,142.17","-3,274.31"
"69.","GHANA","4,049.67","1,515.96","5,565.63","2,533.71"
"70.","NEW ZEALAND","1,646.82","3,799.80","5,446.62","-2,152.98"
"71.","PORTUGAL","2,873.87","2,060.58","4,934.45","813.29"
"72.","CZECH REPUBLIC","1,367.92","3,502.12","4,870.04","-2,134.20"
"73.","IRELAND","2,102.91","2,706.58","4,809.49","-603.67"
"74.","SUDAN","4,115.56","693.03","4,808.59","3,422.54"
"75.","GABON","295.05","4,479.87","4,774.92","-4,184.82"
"76.","BRUNEI","218.30","4,405.98","4,624.28","-4,187.68"
