Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","U ARAB EMTS","113,347.92","91,798.85","205,146.77","21,549.07"
"2.","CHINA P RP","54,713.93","146,048.61","200,762.54","-91,334.68"
"3.","U S A","92,416.51","80,584.33","173,000.84","11,832.19"
"4.","SAUDI ARAB","18,552.30","80,664.28","99,216.59","-62,111.98"
"5.","GERMANY","25,632.93","48,885.76","74,518.69","-23,252.82"
"6.","SWITZERLAND","2,784.25","69,232.02","72,016.27","-66,447.77"
"7.","SINGAPORE","35,948.30","30,623.31","66,571.61","5,324.99"
"8.","AUSTRALIA","6,558.95","58,661.99","65,220.94","-52,103.04"
"9.","IRAN","8,807.43","54,635.57","63,443.00","-45,828.13"
"10.","HONG KONG","37,300.53","22,316.69","59,617.22","14,983.84"
"11.","KOREA RP","16,126.81","40,550.61","56,677.43","-24,423.80"
"12.","INDONESIA","14,604.64","41,008.81","55,613.45","-26,404.17"
"13.","U K","29,476.31","21,125.43","50,601.74","8,350.88"
"14.","JAPAN","17,142.79","31,893.84","49,036.63","-14,751.06"
"15.","BELGIUM","17,757.05","28,465.78","46,222.83","-10,708.73"
"16.","KUWAIT","3,710.38","38,987.99","42,698.37","-35,277.62"
"17.","NIGERIA","6,681.24","34,377.11","41,058.35","-27,695.87"
"18.","NETHERLAND","30,300.94","10,048.55","40,349.48","20,252.39"
"19.","MALAYSIA","13,503.92","24,494.03","37,997.96","-10,990.11"
"20.","FRANCE","17,999.41","19,828.87","37,828.29","-1,829.46"
"21.","SOUTH AFRICA","9,751.25","26,900.23","36,651.48","-17,148.97"
"22.","IRAQ","2,263.31","33,272.68","35,536.00","-31,009.37"
"23.","ITALY","16,072.25","18,274.12","34,346.36","-2,201.87"
"24.","BRAZIL","11,364.83","16,259.98","27,624.81","-4,895.15"
"25.","QATAR","2,559.43","22,009.96","24,569.40","-19,450.53"
"26.","UNSPECIFIED","19,619.68","4,491.72","24,111.40","15,127.96"
"27.","ANGOLA","3,005.73","20,017.70","23,023.43","-17,011.96"
"28.","THAILAND","8,227.62","13,888.51","22,116.13","-5,660.89"
"29.","RUSSIA","4,637.21","16,923.89","21,561.10","-12,286.68"
"30.","OMAN","4,902.30","16,443.14","21,345.44","-11,540.84"
"31.","TAIWAN","8,812.71","12,370.84","21,183.56","-3,558.13"
"32.","ISRAEL","9,289.44","8,927.66","18,217.09","361.78"
"33.","CANADA","5,320.58","9,954.11","15,274.69","-4,633.53"
