Rank,Country,Export,Import,Total Trade,Trade Balance
"1.","U ARAB EMTS","110,229.08","105,926.43","216,155.51","4,302.65"
"2.","CHINA P RP","42,661.33","147,605.60","190,266.93","-104,944.26"
"3.","U S A","96,458.42","84,818.28","181,276.70","11,640.14"
"4.","SAUDI ARAB","22,940.14","89,747.04","112,687.18","-66,806.89"
"5.","GERMANY","29,194.75","54,922.42","84,117.17","-25,727.66"
"6.","SINGAPORE","37,756.88","34,561.42","72,318.30","3,195.47"
"7.","IRAN","11,565.17","55,821.84","67,387.02","-44,256.67"
"8.","HONG KONG","30,390.69","29,732.54","60,123.23","658.16"
"9.","KOREA RP","18,353.59","39,658.19","58,011.78","-21,304.60"
"10.","U K","30,344.58","26,767.71","57,112.29","3,576.87"
"11.","AUSTRALIA","6,576.33","50,496.52","57,072.85","-43,920.18"
"12.","SWITZERLAND","3,525.26","52,703.21","56,228.47","-49,177.95"
"13.","JAPAN","13,807.71","35,832.82","49,640.54","-22,025.11"
"14.","MALAYSIA","15,780.36","32,591.56","48,371.93","-16,811.20"
"15.","NIGERIA","7,065.31","39,995.48","47,060.79","-32,930.17"
"16.","KUWAIT","3,628.41","43,199.45","46,827.85","-39,571.04"
"17.","BELGIUM","20,309.40","26,057.89","46,367.28","-5,748.49"
"18.","INDONESIA","11,577.83","30,751.29","42,329.12","-19,173.46"
"19.","NETHERLAND","28,889.96","8,669.62","37,559.58","20,220.34"
"20.","ITALY","17,364.88","19,983.56","37,348.44","-2,618.68"
"21.","IRAQ","1,981.27","34,285.01","36,266.28","-32,303.74"
"22.","FRANCE","13,776.71","21,165.20","34,941.91","-7,388.48"
"23.","SOUTH AFRICA","8,994.29","24,882.29","33,876.58","-15,888.00"
"24.","UNSPECIFIED","20,319.04","6,547.01","26,866.04","13,772.03"
"25.","RUSSIA","4,958.24","19,787.42","24,745.67","-14,829.18"
"26.","THAILAND","8,724.00","12,352.65","21,076.65","-3,628.66"
"27.","TAIWAN","6,681.73","12,941.32","19,623.05","-6,259.59"
"28.","VENEZUELA","847.65","18,479.18","19,326.83","-17,631.54"
"29.","QATAR","3,071.92","15,894.69","18,966.62","-12,822.77"
"30.","CANADA","6,246.79","11,296.76","17,543.54","-5,049.97"
"31.","EGYPT A RP","7,594.64","9,765.06","17,359.71","-2,170.42"
"32.","BRAZIL","11,874.41","5,449.50","17,323.91","6,424.91"
"33.","ISRAEL","6,584.31","9,499.03","16,083.34","-2,914.73"
"34.","SPAIN","11,387.92","4,661.28","16,049.21","6,726.64"
"35.","TURKEY","6,370.29","6,642.42","13,012.71","-272.13"
"36.","BANGLADESH PR","11,317.21","1,418.46","12,735.68","9,898.75"
"37.","SRI LANKA DSR","10,894.97","1,623.68","12,518.65","9,271.29"
"38.","SWEDEN","2,579.63","8,887.55","11,467.18","-6,307.91"
"39.","MEXICO","3,010.52","7,998.01","11,008.53","-4,987.49"
"40.","JORDAN","1,960.36","8,000.88","9,961.24","-6,040.51"
"41.","VIETNAM SOC REP","7,949.48","1,862.26","9,811.74","6,087.21"
"42.","NEPAL","7,155.77","2,255.68","9,411.45","4,900.10"
"43.","OMAN","3,549.68","5,464.38","9,014.06","-1,914.69"
"44.","UKRAINE","1,807.71","7,039.96","8,847.67","-5,232.25"
"45.","CHILE","1,776.77","6,664.43","8,441.20","-4,887.66"
"46.","ANGOLA","1,703.82","6,539.00","8,242.82","-4,835.18"
"47.","PAKISTAN IR","6,532.07","1,668.39","8,200.46","4,863.68"
"48.","BAHARAIN IS","1,314.07","6,366.72","7,680.79","-5,052.65"
"49.","ALGERIA","2,996.36","4,517.54","7,513.90","-1,521.18"
"50.","YEMEN REPUBLC","3,532.81","3,345.30","6,878.11","187.51"
"51.","NORWAY","1,721.19","5,123.41","6,844.61","-3,402.22"
"52.","FINLAND","1,205.59","5,577.70","6,783.29","-4,372.10"
"53.","KENYA","6,140.88","376.19","6,517.07","5,764.69"
"54.","TANZANIA REP","4,729.59","918.18","5,647.76","3,811.41"
"55.","AUSTRIA","2,322.81","3,207.38","5,530.19","-884.57"
"56.","MOROCCO","1,105.44","4,292.64","5,398.08","-3,187.19"
"57.","MYANMAR","1,017.77","4,240.77","5,258.53","-3,223.00"
"58.","DENMARK","2,676.52","2,180.73","4,857.25","495.78"
"59.","PHILIPPINES","3,379.35","1,165.43","4,544.78","2,213.92"
"60.","MAURITIUS","4,398.31","65.58","4,463.89","4,332.73"
"61.","GREECE","4,063.24","319.34","4,382.58","3,743.90"
"62.","KOREA DP RP","4,036.62","241.48","4,278.09","3,795.14"
"63.","SUDAN","2,217.94","1,839.56","4,057.50","378.38"
"64.","ARGENTINA","1,609.67","2,345.94","3,955.61","-736.28"
"65.","ROMANIA","2,286.55","1,524.25","3,810.81","762.30"
"66.","TUNISIA","967.89","2,761.72","3,729.61","-1,793.83"
"67.","LIBYA","598.30","3,072.14","3,670.43","-2,473.84"
"68.","POLAND","2,346.99","1,214.91","3,561.90","1,132.08"
"69.","GHANA","2,497.17","778.56","3,275.74","1,718.61"
"70.","CONGO P REP","963.30","2,184.53","3,147.83","-1,221.24"
"71.","IRELAND","2,034.97","1,102.14","3,137.11","932.83"
"72.","CZECH REPUBLIC","832.99","2,183.71","3,016.71","-1,350.72"
"73.","LITHUANIA","272.94","2,620.67","2,893.61","-2,347.74"
"74.","HUNGARY","1,996.68","881.53","2,878.20","1,115.15"
"75.","NEW ZEALAND","856.97","1,950.96","2,807.93","-1,093.99"
"76.","PERU","1,393.25","1,216.94","2,610.19","176.31"
"77.","SYRIA","1,666.57","763.98","2,430.55","902.59"
"78.","AFGHANISTAN TIS","1,823.44","592.46","2,415.90","1,230.98"
"79.","PORTUGAL","1,991.96","255.10","2,247.06","1,736.86"
"80.","MOZAMBIQUE","1,919.49","148.25","2,067.74","1,771.24"
"81.","BRUNEI","79.95","1,881.94","1,961.89","-1,802.00"
"82.","TRINIDAD","1,436.98","468.97","1,905.95","968.02"
"83.","COTE D' IVOIRE","432.88","1,451.97","1,884.85","-1,019.09"
"84.","CYPRUS","1,142.01","681.27","1,823.28","460.74"
"85.","COLOMBIA","1,687.63","81.04","1,768.67","1,606.58"
"86.","SENEGAL","660.69","994.53","1,655.22","-333.84"
"87.","DJIBOUTI","1,608.06","16.85","1,624.92","1,591.21"
"88.","GUINEA","354.46","1,209.95","1,564.42","-855.49"
"89.","ZAMBIA","490.58","992.28","1,482.86","-501.70"
"90.","BENIN","936.77","491.20","1,427.97","445.58"
"91.","BELARUS","163.51","1,255.41","1,418.92","-1,091.90"
"92.","KAZAKHSTAN","602.45","733.53","1,335.98","-131.08"
"93.","TOGO","656.20","634.05","1,290.25","22.15"
"94.","PANAMA REPUBLIC","559.42","646.80","1,206.22","-87.38"
"95.","MADAGASCAR","1,115.34","85.38","1,200.72","1,029.96"
"96.","BHUTAN","509.27","687.86","1,197.13","-178.59"
"97.","ETHIOPIA","1,142.92","51.27","1,194.19","1,091.64"
"98.","PAPUA N GNA","89.51","1,039.76","1,129.27","-950.26"
"99.","UGANDA","1,007.49","88.04","1,095.53","919.45"
"100.","SLOVENIA","732.98","344.15","1,077.13","388.84"
"101.","AZERBAIJAN","159.10","864.17","1,023.27","-705.07"
"102.","GABON","99.22","769.63","868.85","-670.41"
"103.","LIBERIA","134.83","635.32","770.15","-500.49"
"104.","LATVIA","203.89","536.92","740.82","-333.03"
"105.","ECUADOR","583.50","150.05","733.55","433.46"
"106.","LEBANON","613.50","62.48","675.98","551.01"
"107.","GUINEA BISSAU","164.92","465.96","630.88","-301.05"
"108.","MALDIVES","590.28","17.93","608.22","572.35"
"109.","BULGARIA","330.12","271.88","601.99","58.24"
"110.","CAMEROON","423.36","143.90","567.26","279.45"
"111.","CONGO D. REP.","70.48","473.80","544.28","-403.31"
"112.","UZBEKISTAN","209.27","329.24","538.51","-119.97"
"113.","MALTA","486.09","23.32","509.41","462.77"
"114.","COSTA RICA","157.11","339.78","496.89","-182.66"
"115.","CROATIA","391.62","71.37","462.99","320.24"
"116.","MALAWI","409.07","33.55","442.62","375.51"
"117.","NAMIBIA","419.21","15.97","435.18","403.24"
"118.","SEYCHELLES","413.55","5.36","418.91","408.19"
"119.","BURKINA FASO","219.60","188.90","408.50","30.70"
"120.","GEORGIA","334.15","74.09","408.24","260.05"
"121.","FIJI IS","396.80","3.26","400.06","393.54"
"122.","GUATEMALA","369.84","13.22","383.06","356.62"
"123.","SWAZILAND","205.85","174.39","380.25","31.46"
"124.","SLOVAK REP","164.31","209.14","373.45","-44.83"
"125.","URUGUAY","297.29","65.10","362.39","232.19"
"126.","PUERTO RICO","304.38","47.22","351.60","257.16"
"127.","ZIMBABWE","276.17","66.30","342.47","209.87"
"128.","HONDURAS","315.88","21.97","337.85","293.91"
"129.","SOMALIA","308.84","27.41","336.25","281.43"
"130.","BERMUDA","3.51","312.62","316.14","-309.11"
"131.","ESTONIA","224.56","71.38","295.94","153.18"
"132.","REUNION","174.87","113.54","288.41","61.33"
"133.","DOMINIC REP","235.14","47.64","282.78","187.50"
"134.","GAMBIA","140.68","124.93","265.60","15.75"
"135.","SIERRA LEONE","218.58","35.88","254.46","182.70"
"136.","TURKMENISTAN","191.45","55.38","246.83","136.08"
"137.","CAMBODIA","215.08","11.97","227.05","203.10"
"138.","MALI","179.07","43.04","222.11","136.04"
"139.","BOTSWANA","117.04","97.79","214.83","19.25"
"140.","HAITI","203.42","8.17","211.59","195.25"
"141.","BAHAMAS","10.35","197.55","207.89","-187.20"
"142.","FR GUIANA","175.47","25.28","200.74","150.19"
"143.","MARTINIQUE","190.98","1.85","192.83","189.12"
"144.","MAURITANIA","163.68","20.40","184.07","143.28"
"145.","PARAGUAY","176.37","2.64","179.01","173.73"
"146.","CUBA","170.76","6.16","176.92","164.60"
"147.","BR VIRGN IS","171.19","1.48","172.67","169.71"
"148.","LUXEMBOURG","51.39","114.13","165.52","-62.75"
"149.","LESOTHO","157.31","1.21","158.51","156.10"
"150.","TAJIKISTAN","76.30","80.66","156.96","-4.36"
"151.","MONGOLIA","70.60","83.59","154.18","-12.99"
"152.","RWANDA","136.72","10.80","147.53","125.92"
"153.","ST LUCIA","4.95","124.84","129.79","-119.89"
"154.","UNION OF SERBIA &amp; MONTENEGRO","63.83","61.74","125.57","2.09"
"155.","NAURU RP","0.53","123.96","124.49","-123.44"
"156.","NIGER","118.34","0.74","119.08","117.60"
"157.","COMOROS","117.32","1.43","118.75","115.89"
"158.","JAMAICA","103.42","5.06","108.49","98.36"
"159.","KYRGHYZSTAN","103.85","4.52","108.37","99.33"
"160.","GUYANA","55.55","50.25","105.80","5.31"
"161.","ARMENIA","92.22","12.76","104.98","79.45"
"162.","EL SALVADOR","76.76","26.66","103.42","50.11"
"163.","ERITREA","73.55","27.41","100.95","46.14"
"164.","NICARAGUA","94.48","2.90","97.38","91.57"
"165.","NETHERLANDANTIL","86.34","6.40","92.74","79.94"
"166.","CHAD","71.89","18.83","90.72","53.06"
"167.","BOLIVIA","43.82","34.21","78.04","9.61"
"168.","ICELAND","57.09","16.21","73.30","40.88"
"169.","SURINAME","63.65","5.35","69.00","58.30"
"170.","BURUNDI","64.94","3.23","68.17","61.71"
"171.","NEW CALEDONIA","20.55","47.55","68.10","-27.00"
"172.","MOLDOVA","30.65","30.44","61.09","0.21"
"173.","VANUATU REP","24.10","33.96","58.06","-9.87"
"174.","ALBANIA","55.90","0.81","56.71","55.08"
"175.","MACEDONIA","47.56","3.20","50.76","44.36"
"176.","LAO PD RP","44.45","2.15","46.60","42.30"
"177.","ST VINCENT","3.71","30.07","33.78","-26.36"
"178.","TUVALU","29.60","1.70","31.30","27.90"
"179.","BOSNIA-HRZGOVIN","24.49","6.32","30.82","18.17"
"180.","EQUTL GUINEA","29.69","0.88","30.57","28.81"
"181.","MACAO","25.80","1.13","26.93","24.67"
"182.","C AFRI REP","11.23","11.49","22.72","-0.26"
"183.","LIECHTENSTEIN","21.10","0.35","21.45","20.75"
"184.","BARBADOS","17.62","0.37","17.99","17.24"
"185.","DOMINICA","11.97","2.91","14.89","9.06"
"186.","BELIZE","13.12","0.48","13.60","12.64"
"187.","ANTIGUA","13.15","0.35","13.50","12.79"
"188.","VIRGIN IS US","6.21","6.39","12.60","-0.18"
"189.","KIRIBATI REP","9.80","0.29","10.09","9.51"
"190.","TURKS C IS","2.36","7.69","10.05","-5.33"
"191.","ARUBA","9.01","0.08","9.09","8.93"
"192.","GUADELOUPE","6.85","0.33","7.18","6.52"
"193.","SOLOMON IS","4.09","2.36","6.45","1.73"
"194.","FR POLYNESIA","5.87","0.45","6.32","5.42"
"195.","NORFOLK IS","1.82","3.93","5.75","-2.11"
"196.","TIMOR LESTE","4.22","1.00","5.22","3.23"
"197.","SAO TOME","4.60","0.27","4.87","4.33"
"198.","FALKLAND IS","0.43","4.37","4.79","-3.94"
"199.","ANDORRA","4.12","0.41","4.53","3.72"
"200.","PANAMA C Z","4.39","0.04","4.44","4.35"
"201.","CHRISTMAS IS.","0.97","2.61","3.57","-1.64"
"202.","CAPE VERDE IS","1.76","1.60","3.36","0.16"
"203.","SAMOA","3.18","0.09","3.27","3.08"
"204.","CAYMAN IS","2.66","0.59","3.25","2.07"
"205.","MONACO","1.59","1.59","3.18","-0.01"
"206.","GUAM","2.48","0.34","2.82","2.14"
"207.","GRENADA","2.07","0.33","2.41","1.74"
"208.","N. MARIANA IS.","2.05","0.32","2.38","1.73"
"209.","TONGA","1.49","0.80","2.29","0.68"
"210.","AMERI SAMOA","0.58","1.14","1.72","-0.56"
"211.","MARSHALL ISLAND","0.50","0.62","1.12","-0.13"
"212.","PALAU","1.00","0.04","1.04","0.95"
"213.","MONTSERRAT","0.93","0.06","0.99","0.87"
"214.","ST HELENA","0.86","0.11","0.97","0.74"
"215.","WALLIS F IS","0.71","0.07","0.78","0.63"
"216.","COOK IS","0.60","0.00","0.60","0.60"
"217.","MICRONESIA","0.42","0.00","0.42","0.42"
"218.","GREENLAND","0.38","0.01","0.40","0.37"
"219.","FAROE IS.","0.27","0.12","0.39","0.16"
"220.","TOKELAU IS","0.16","0.06","0.22","0.09"
"221.","COCOS IS","0.01","0.19","0.19","-0.18"
"222.","HEARD MACDONALD","0.00","0.14","0.14","-0.14"
"223.","PITCAIRN IS.","0.13","0.00","0.13","0.13"
"224.","ST PIERRE","0.01","0.11","0.12","-0.10"
"225.","FR S ANT TR","0.01","0.02","0.03","-0.01"
"226.","CHANNEL IS","0.22","","",""
"227.","ANGUILLA","0.39","","",""
"228.","GIBRALTAR","40.26","","",""
"229.","NEUTRAL ZONE","0.04","","",""
